"","sample_id","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","ephys_session_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","major_type","contam_type","quality_score","Microglia","cluster_label"
"SM-GE8X2_S129_E1-50","SM-GE8X2_S129_E1-50","mIVSCC-MET",703591588,"Sst-IRES-Cre;Ai14-392698.03.02.02","right","VISp6a",392698,"Sst-IRES-Cre;Ai14-392698","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703591330,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.476304543093809,0.00644575763160929,"Sst"
"SM-GE8X2_S130_E1-50","SM-GE8X2_S130_E1-50","mIVSCC-MET",703610080,"Sst-IRES-Cre;Ai14-392698.03.02.03","right","VISp6a",392698,"Sst-IRES-Cre;Ai14-392698","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703609929,"RSC-160","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.325303075344998,0.21818357175638,"Sst"
"SM-GE8X2_S131_E1-50","SM-GE8X2_S131_E1-50","mIVSCC-MET",703443928,"Sst-IRES-Cre;Ai14-392698.04.02.01","right","VISp6a",392698,"Sst-IRES-Cre;Ai14-392698","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703443728,"RSC-160","CS180626100054","Pvalb Calb1","GABAergic","Pvalb_on",0.461005570555408,0.109458765339113,"Pvalb"
"SM-GE8X2_S132_E1-50","SM-GE8X2_S132_E1-50","mIVSCC-MET",703565379,"Th-P2A-FlpO;Ai65F-391836.03.02.01","right","VISp6a",391836,"Th-P2A-FlpO;Ai65F-391836","M","P57","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"full",0.854500692419684,703565239,"RSC-160","CS180626100052","Pvalb Th","GABAergic","Pvalb_on",0.230268039013955,0.76783067094179,"Pvalb"
"SM-GE8X2_S133_E1-50","SM-GE8X2_S133_E1-50","mIVSCC-MET",703512183,"Sst-IRES-Cre;Ai14-392698.04.01.01","left","VISp5",392698,"Sst-IRES-Cre;Ai14-392698","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703511851,"RSC-160","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.467214677838667,0.0495737774264779,"Sst"
"SM-GE8X2_S134_E1-50","SM-GE8X2_S134_E1-50","mIVSCC-MET",703565134,"Sst-IRES-Cre;Ai14-392698.04.01.02","left","VISp6a",392698,"Sst-IRES-Cre;Ai14-392698","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703565000,"RSC-160","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.319809962223981,0.0750507157902098,"Pvalb"
"SM-GE8X2_S136_E1-50","SM-GE8X2_S136_E1-50","mIVSCC-MET",703660316,"Sst-IRES-Cre;Ai14-392698.05.02.02","right","VISp6a",392698,"Sst-IRES-Cre;Ai14-392698","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703660140,"RSC-160","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.366560458860799,0.148617974929964,"Sst"
"SM-GE8X2_S140_E1-50","SM-GE8X2_S140_E1-50","mIVSCC-MET",704012357,"Sst-IRES-Cre;Ai14-392699.04.02.01","right","VISp6a",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704012193,"RSC-160","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.390460557840303,0.196307147937858,"Sst"
"SM-GE8X2_S141_E1-50","SM-GE8X2_S141_E1-50","mIVSCC-MET",704047023,"Sst-IRES-Cre;Ai14-392699.04.02.02","right","VISp5",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.635278143530955,704046814,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.503024942618694,0.0258778990722919,"Sst"
"SM-GE8X2_S142_E1-50","SM-GE8X2_S142_E1-50","mIVSCC-MET",704077752,"Sst-IRES-Cre;Ai14-392699.04.02.03","right","VISpm5",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704077514,"RSC-160","CS180626100031","Sst Mme","GABAergic","Sst_on",0.326418315155723,0.257416403745236,"Sst"
"SM-GE8X2_S143_E1-50","SM-GE8X2_S143_E1-50","mIVSCC-MET",704242323,"Th-P2A-FlpO;Ai65F-391840.04.02.01","right","VISl5",391840,"Th-P2A-FlpO;Ai65F-391840","F","P58","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704242140,"RSC-160","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.351359719574107,0.00276268023258275,"Pvalb"
"SM-GE8X2_S145_E1-50","SM-GE8X2_S145_E1-50","mIVSCC-MET",704276233,"Th-P2A-FlpO;Ai65F-391840.04.02.03","right","VISp5",391840,"Th-P2A-FlpO;Ai65F-391840","F","P58","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704276151,"RSC-160","CS180626100051","Pvalb Gabrg1","GABAergic","Sst_on",0.324165542087707,0.282356895115468,"Pvalb"
"SM-GE8X2_S146_E1-50","SM-GE8X2_S146_E1-50","mIVSCC-MET",703963200,"Sst-IRES-Cre;Ai14-392699.03.01.01","left","VISp6a",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703963025,"RSC-160","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.306890800724791,0.388543826624776,"Sst"
"SM-GE8X2_S147_E1-50","SM-GE8X2_S147_E1-50","mIVSCC-MET",703992393,"Sst-IRES-Cre;Ai14-392699.03.01.02","left","VISp5",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703992235,"RSC-160","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.266617411792879,0.291167927518937,"Sst"
"SM-GE8X2_S148_E1-50","SM-GE8X2_S148_E1-50","mIVSCC-MET",704012705,"Sst-IRES-Cre;Ai14-392699.03.01.03","left","VISp6a",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704012498,"RSC-160","CS180626100031","Sst Mme","GABAergic","Sst_on",0.475602982468822,0.0417118939362537,"Sst"
"SM-GE8X2_S149_E1-50","SM-GE8X2_S149_E1-50","mIVSCC-MET",704047351,"Sst-IRES-Cre;Ai14-392699.03.01.04","left","VISp2/3",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704047111,"RSC-160","CS180626100033","Sst Tac1","GABAergic","Sst_on",0.453144265169638,0.0659363550091216,"Sst"
"SM-GE8X2_S150_E1-50","SM-GE8X2_S150_E1-50","mIVSCC-MET",704071039,"Sst-IRES-Cre;Ai14-392699.03.01.05","left","VISp5",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704070711,"RSC-160","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.472996421944201,0.061003965039826,"Sst"
"SM-GE8X2_S151_E1-50","SM-GE8X2_S151_E1-50","mIVSCC-MET",704115865,"Sst-IRES-Cre;Ai14-392699.03.01.06","left","VISpm2/3",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704115734,"RSC-160","CS180626100034","Sst Calb2","GABAergic","Sst_on",0.389612249928101,0.346283500993338,"Sst"
"SM-GE8X2_S153_E1-50","SM-GE8X2_S153_E1-50","mIVSCC-MET",704261937,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678.04.01.02","left","VISp2/3",391678,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678","F","P58","Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,704261616,"RSC-160","CS180626100025","Vip Chat","GABAergic","Vip_on",0.5038725589597,0.0103547114055041,"Vip"
"SM-GE8X2_S154_E1-50","SM-GE8X2_S154_E1-50","mIVSCC-MET",704272923,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678.04.01.03","left","VISp2/3",391678,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678","F","P58","Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,704272753,"RSC-160","CS180626100026","Vip Pygm","GABAergic","Vip_on",0.427606102291152,0.0268971580379336,"Vip"
"SM-GE8X2_S157_E1-50","SM-GE8X2_S157_E1-50","mIVSCC-MET",704284060,"Vip-IRES-Cre;Ai14-392333.04.01.02","left","VISp2/3",392333,"Vip-IRES-Cre;Ai14-392333","F","P57","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704284004,"RSC-160","CS180626100011","Sncg Vip","GABAergic","Sncg_on",0.571754349660693,0.0322465724880593,"Sncg"
"SM-GE8X2_S158_E1-50","SM-GE8X2_S158_E1-50","mIVSCC-MET",703972537,"Sst-IRES-Cre;Ai14-392699.03.02.01","right","VISp6a",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703972418,"RSC-160","CS180626100037","Sst Myh8","GABAergic","Sst_on",0.41789063321528,0.0661075744532549,"Sst"
"SM-GE8X2_S159_E1-50","SM-GE8X2_S159_E1-50","mIVSCC-MET",704086017,"Th-P2A-FlpO;Ai65F-391840.03.02.01","right","VISp6a",391840,"Th-P2A-FlpO;Ai65F-391840","F","P58","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704085641,"RSC-160","CS180626100052","Pvalb Th","GABAergic","Pvalb_on",0.480307405223841,0.0229206133740007,"Pvalb"
"SM-GE8X2_S160_E1-50","SM-GE8X2_S160_E1-50","mIVSCC-MET",704280075,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678.04.02.01","right","VISp5",391678,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678","F","P58","Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,704280001,"RSC-160","CS180626100017","Vip Arhgap36","GABAergic","Vip_on",0.372857827976781,0.189182946052434,"Vip"
"SM-GE8X2_S161_E1-50","SM-GE8X2_S161_E1-50","mIVSCC-MET",704285908,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678.05.02.01","right","VISpm2/3",391678,"Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-391678","F","P58","Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,704285892,"RSC-160","CS180626100026","Vip Pygm","GABAergic","Vip_on",0.483122880795232,0.0156777344325908,"Vip"
"SM-GE8X2_S163_E1-50","SM-GE8X2_S163_E1-50","mIVSCC-MET",704070516,"Sst-IRES-Cre;Ai14-392699.04.01.01","left","VISp6a",392699,"Sst-IRES-Cre;Ai14-392699","M","P54","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704070243,"RSC-160","CS180626100052","Pvalb Th","GABAergic","Sst_on",0.468649220742043,0.0456753472845653,"Pvalb"
"SM-GE8X2_S169_E1-50","SM-GE8X2_S169_E1-50","mIVSCC-MET",704482491,"Sst-IRES-Cre;Ai14-392700.05.02.01","right","VISpm4",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704482085,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.376718951994023,0.390192032262067,"Sst"
"SM-GE8X2_S170_E1-50","SM-GE8X2_S170_E1-50","mIVSCC-MET",704531371,"Sst-IRES-Cre;Ai14-392700.05.02.02","right","VISpm5",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704531118,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.468510827267831,0.0193022610176474,"Sst"
"SM-GE8X2_S171_E1-50","SM-GE8X2_S171_E1-50","mIVSCC-MET",704576178,"Sst-IRES-Cre;Ai14-392700.05.02.03","right","VISp2/3",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704575715,"RSC-160","CS180626100032","Sst Tac1","GABAergic","Pvalb_on",0.321383319687236,0.24799716040765,"Sst"
"SM-GE8X2_S172_E1-50","SM-GE8X2_S172_E1-50","mIVSCC-MET",704759134,"Th-P2A-FlpO;Ai65F-391841.03.01.01","left","VISp6a",391841,"Th-P2A-FlpO;Ai65F-391841","F","P59","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704759111,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.363379642473514,0.0636972528581329,"Sst"
"SM-GE8X2_S174_E1-50","SM-GE8X2_S174_E1-50","mIVSCC-MET",704402841,"Sst-IRES-Cre;Ai14-392700.03.02.01","right","VISp6a",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704402813,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.459861986723077,0.00276268023258275,"Sst"
"SM-GE8X2_S175_E1-50","SM-GE8X2_S175_E1-50","mIVSCC-MET",704422207,"Sst-IRES-Cre;Ai14-392700.03.02.02","right","VISp2/3",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704421932,"RSC-160","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.38855772360505,0.142565739923889,"Sst"
"SM-GE8X2_S176_E1-50","SM-GE8X2_S176_E1-50","mIVSCC-MET",704444653,"Sst-IRES-Cre;Ai14-392700.03.02.03","right","VISp5",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704444523,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.462410456866916,0.0151717429986271,"Sst"
"SM-GE8X2_S177_E1-50","SM-GE8X2_S177_E1-50","mIVSCC-MET",704462624,"Sst-IRES-Cre;Ai14-392700.03.02.04","right","VISpm5",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704462469,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.414715835230436,0.0209526242403293,"Sst"
"SM-GE8X2_S178_E1-50","SM-GE8X2_S178_E1-50","mIVSCC-MET",704652028,"Th-P2A-FlpO;Ai65F-391841.04.02.01","right","VISp2/3",391841,"Th-P2A-FlpO;Ai65F-391841","F","P59","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704651785,"RSC-160","CS180626100019","Vip Lmo1","GABAergic","Vip_on",0.468679514929055,0.0177853517558322,"Vip"
"SM-GE8X2_S179_E1-50","SM-GE8X2_S179_E1-50","mIVSCC-MET",704728420,"Th-P2A-FlpO;Ai65F-391841.04.02.02","right","VISp6a",391841,"Th-P2A-FlpO;Ai65F-391841","F","P59","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704728403,"RSC-160","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.429844431064504,0.220670723148072,"Pvalb"
"SM-GE8X2_S180_E1-50","SM-GE8X2_S180_E1-50","mIVSCC-MET",704755753,"Th-P2A-FlpO;Ai65F-391841.03.02.01","right","VISp6a",391841,"Th-P2A-FlpO;Ai65F-391841","F","P59","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704755697,"RSC-160","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.452121529512816,0.126057415590353,"Pvalb"
"SM-GE8X2_S181_E1-50","SM-GE8X2_S181_E1-50","mIVSCC-MET",704760377,"Th-P2A-FlpO;Ai65F-391841.03.02.02","right","VISp6a",391841,"Th-P2A-FlpO;Ai65F-391841","F","P59","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704760316,"RSC-160","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.46933727633751,0.0697162500401536,"Pvalb"
"SM-GE8X2_S182_E1-50","SM-GE8X2_S182_E1-50","mIVSCC-MET",704769317,"Th-P2A-FlpO;Ai65F-391841.05.02.01","right","VISp6a",391841,"Th-P2A-FlpO;Ai65F-391841","F","P59","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704769262,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.348914544563227,0.210113042612722,"Sst"
"SM-GE8X2_S183_E1-50","SM-GE8X2_S183_E1-50","mIVSCC-MET",704394422,"Sst-IRES-Cre;Ai14-392700.04.01.01","left","VISpm6a",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704394239,"RSC-160","CS180626100050","Sst Nts","GABAergic","Sst_on",0.391661459848221,0.139833643685264,"Sst"
"SM-GE8X2_S184_E1-50","SM-GE8X2_S184_E1-50","mIVSCC-MET",704411495,"Sst-IRES-Cre;Ai14-392700.04.01.02","left","VISp2/3",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704411362,"RSC-160","CS180626100031","Sst Mme","GABAergic","Sst_on",0.439352598579155,0.0111839014146711,"Sst"
"SM-GE8X2_S187_E1-50","SM-GE8X2_S187_E1-50","mIVSCC-MET",704670940,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-392608.03.01.01","left","VISp1",392608,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-392608","F","P55","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,704670677,"RSC-160","CS180626100060","Pvalb Vipr2","GABAergic","Pvalb_on",0.302365851438793,0.424025773102022,"Pvalb"
"SM-GE8X2_S188_E1-50","SM-GE8X2_S188_E1-50","mIVSCC-MET",704701827,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-392608.03.01.02","left","VISp6a",392608,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-392608","F","P55","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,704701678,"RSC-160","CS180626100048","Sst Rxfp1","GABAergic","Sst_on",0.463139986770533,0.0895419434767033,"Sst"
"SM-GE8X2_S189_E1-50","SM-GE8X2_S189_E1-50","mIVSCC-MET",704745296,"Th-P2A-FlpO;Ai65F-391841.04.01.01","left","VISp5",391841,"Th-P2A-FlpO;Ai65F-391841","F","P59","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,704745201,"RSC-160","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.306200137713049,0.203758964486274,"Pvalb"
"SM-GE8X2_S191_E1-50","SM-GE8X2_S191_E1-50","mIVSCC-MET",704762338,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-392608.05.01.02","left","VISp2/3",392608,"Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-392608","F","P55","Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,704762321,"RSC-160","CS180626100060","Pvalb Vipr2","GABAergic","Pvalb_on",0.364994775097479,0.381965422696422,"Pvalb"
"SM-GE8X2_S192_E1-50","SM-GE8X2_S192_E1-50","mIVSCC-MET",704410009,"Sst-IRES-Cre;Ai14-392700.04.02.01","right","VISp4",392700,"Sst-IRES-Cre;Ai14-392700","M","P55","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,704409722,"RSC-160","CS180626100042","Sst Hpse","GABAergic","Sst_on",0.300006451637796,0.357695376721953,"Sst"
"SM-GE8X4_S097_E1-50","SM-GE8X4_S097_E1-50","mIVSCC-MET",697806661,"Pvalb-IRES-Cre;Ai14-389352.03.02.03","right","VISp6a",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697806645,"RSC-159","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.269178904729961,0.701362518131559,"Pvalb"
"SM-GE8X4_S098_E1-50","SM-GE8X4_S098_E1-50","mIVSCC-MET",697810838,"Htr3a-Cre_NO152;Ai14-389956.04.02.01","right","VISp2/3",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.274775188602807,697810823,"RSC-159","CS180626100028","Vip Crispld2","GABAergic","Vip_on",0.587156881882145,0.00789417070591307,"Vip"
"SM-GE8X4_S103_E1-50","SM-GE8X4_S103_E1-50","mIVSCC-MET",697764035,"Htr3a-Cre_NO152;Ai14-389956.02.01.01","left","VISpm2/3",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697763961,"RSC-159","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.429178072967505,0.0439635065319485,"Lamp5"
"SM-GE8X4_S105_E1-50","SM-GE8X4_S105_E1-50","mIVSCC-MET",697793498,"Htr3a-Cre_NO152;Ai14-389956.02.01.03","left","VISp2/3",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697793428,"RSC-159","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.448744742258126,0.0358150431326873,"Pvalb"
"SM-GE8X4_S106_E1-50","SM-GE8X4_S106_E1-50","mIVSCC-MET",697798908,"Htr3a-Cre_NO152;Ai14-389956.02.01.04","left","VISp5",389956,"Htr3a-Cre_NO152;Ai14-389956","F","P51","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697798884,"RSC-159","CS180626100019","Vip Lmo1","GABAergic","Vip_on",0.392611488721925,0.181107145279109,"Vip"
"SM-GE8X4_S107_E1-50","SM-GE8X4_S107_E1-50","mIVSCC-MET",697810063,"Chat-IRES-Cre-neo;Ai14-390255.02.01.01","left","VISp2/3",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697810048,"RSC-159","CS180626100022","Vip Rspo4","GABAergic","Vip_on",0.356751930140518,0.191744293349559,"Vip"
"SM-GE8X4_S108_E1-50","SM-GE8X4_S108_E1-50","mIVSCC-MET",697810707,"Chat-IRES-Cre-neo;Ai14-390255.02.01.02","left","VISp4",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697810691,"RSC-159","CS180626100021","Vip Ptprt","GABAergic","Vip_on",0.407693010466369,0.0333461954892697,"Vip"
"SM-GE8X4_S110_E1-50","SM-GE8X4_S110_E1-50","mIVSCC-MET",697571041,"Pvalb-IRES-Cre;Ai14-389352.04.02.02","right","VISp5",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697570771,"RSC-159","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.462967917930896,0.01575601617991,"Pvalb"
"SM-GE8X4_S111_E1-50","SM-GE8X4_S111_E1-50","mIVSCC-MET",697804445,"Chat-IRES-Cre-neo;Ai14-390255.02.02.01","right","VISp2/3",390255,"Chat-IRES-Cre-neo;Ai14-390255","M","P49","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697804326,"RSC-159","CS180626100022","Vip Rspo4","GABAergic","Vip_on",0.359538895214678,0.205066718548601,"Vip"
"SM-GE8X4_S113_E1-50","SM-GE8X4_S113_E1-50","mIVSCC-MET",697543032,"Slc17a8-IRES2-Cre;Ai14-390755.05.02.02","right","VISp6a",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697542828,"RSC-159","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.25841001015689,0.537648058826768,"Pvalb"
"SM-GE8X4_S115_E1-50","SM-GE8X4_S115_E1-50","mIVSCC-MET",697609511,"Slc17a8-IRES2-Cre;Ai14-390755.05.02.04","right","VISp6a",390755,"Slc17a8-IRES2-Cre;Ai14-390755","M","P46","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697609256,"RSC-159","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.451510024158349,0.211118139151137,"Pvalb"
"SM-GE8X4_S116_E1-50","SM-GE8X4_S116_E1-50","mIVSCC-MET",697795393,"Pvalb-IRES-Cre;Ai14-389352.04.01.01","left","VISp6a",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697795351,"RSC-159","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.476628546413363,0.0675996948160721,"Pvalb"
"SM-GE8X4_S117_E1-50","SM-GE8X4_S117_E1-50","mIVSCC-MET",697804311,"Pvalb-IRES-Cre;Ai14-389352.04.01.02","left","VISp5",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697804296,"RSC-159","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.406236505401441,0.130650500204017,"Pvalb"
"SM-GE8X4_S118_E1-50","SM-GE8X4_S118_E1-50","mIVSCC-MET",697810231,"Pvalb-IRES-Cre;Ai14-389352.04.01.03","left","VISp5",389352,"Pvalb-IRES-Cre;Ai14-389352","M","P55","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,697810214,"RSC-159","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.329355182696009,0.279891202962996,"Pvalb"
